1,1.0337e+08,2.1133e-01,5.3724e-01
2,1.0260e+08,3.0525e-02,3.8251e-01
3,1.0224e+08,3.8921e-02,1.4092e-01
4,1.0205e+08,1.4793e-02,1.9576e-01
5,1.0193e+08,1.9750e-02,9.9047e-02
6,1.0185e+08,9.4300e-03,1.3051e-01
7,1.0171e+08,1.3272e-02,1.5595e-01
8,1.0162e+08,1.1033e-02,1.3498e-01
9,1.0154e+08,9.1320e-03,1.2334e-01
10,1.0150e+08,7.4255e-03,9.9912e-02
11,1.0147e+08,5.5951e-03,7.4235e-02
12,1.0145e+08,5.0882e-03,6.9019e-02
13,1.0143e+08,4.8634e-03,7.1315e-02
14,1.0141e+08,4.6738e-03,6.6118e-02
15,1.0140e+08,4.3682e-03,1.8553e-02
16,1.0139e+08,3.0279e-03,4.2057e-02
17,1.0138e+08,3.3568e-03,4.8943e-02
18,1.0137e+08,3.5394e-03,5.3149e-02
19,1.0136e+08,3.6784e-03,5.0830e-02
20,1.0135e+08,2.9092e-03,4.0164e-02
21,1.0134e+08,2.8623e-03,4.1931e-02
22,1.0134e+08,3.1906e-03,1.4013e-02
23,1.0134e+08,1.7919e-03,2.8080e-02
24,1.0133e+08,2.6793e-03,3.9321e-02
25,1.0132e+08,2.5283e-03,3.5140e-02
26,1.0132e+08,2.6143e-03,3.6752e-02
27,1.0131e+08,2.3013e-03,3.5314e-02
28,1.0131e+08,2.2538e-03,3.3313e-02
29,1.0130e+08,2.1444e-03,2.9982e-02
30,1.0130e+08,2.0137e-03,2.8665e-02
31,1.0130e+08,1.8449e-03,2.8590e-02
32,1.0129e+08,1.9697e-03,2.9254e-02
33,1.0129e+08,2.3513e-03,1.0073e-02
34,1.0129e+08,1.2374e-03,1.7638e-02
35,1.0129e+08,1.6312e-03,2.3448e-02
36,1.0128e+08,1.6601e-03,2.4372e-02
37,1.0128e+08,1.8529e-03,2.9159e-02
38,1.0128e+08,1.7070e-03,2.3958e-02
39,1.0128e+08,1.4410e-03,2.1650e-02
40,1.0127e+08,1.8534e-03,7.8284e-03
41,1.0127e+08,1.1564e-03,1.8194e-02
42,1.0127e+08,1.5793e-03,2.3599e-02
43,1.0127e+08,1.4611e-03,2.0653e-02
44,1.0127e+08,1.5198e-03,2.1770e-02
45,1.0127e+08,1.4223e-03,2.2151e-02
46,1.0126e+08,1.4253e-03,2.1355e-02
47,1.0126e+08,1.3395e-03,5.7752e-03
48,1.0126e+08,9.7634e-04,1.3172e-02
49,1.0126e+08,1.1925e-03,1.7250e-02
50,1.0126e+08,1.2547e-03,1.8525e-02
51,1.0126e+08,1.3616e-03,2.1622e-02
52,1.0126e+08,1.3572e-03,1.9134e-02
53,1.0125e+08,1.0950e-03,1.5863e-02
54,1.0125e+08,1.2241e-03,1.8065e-02
55,1.0125e+08,1.2558e-03,5.6014e-03
56,1.0125e+08,8.4456e-04,1.3610e-02
57,1.0125e+08,1.2103e-03,1.7856e-02
58,1.0125e+08,1.1076e-03,1.5985e-02
59,1.0125e+08,1.1717e-03,1.6614e-02
60,1.0125e+08,1.0901e-03,1.7410e-02
61,1.0125e+08,1.1184e-03,1.6528e-02
62,1.0124e+08,1.0343e-03,1.4943e-02
63,1.0124e+08,1.0257e-03,4.4276e-03
64,1.0124e+08,6.7574e-04,1.0066e-02
65,1.0124e+08,1.0000e-03,1.5096e-02
66,1.0124e+08,1.0587e-03,1.5037e-02
67,1.0124e+08,9.7228e-04,1.4058e-02
68,1.0124e+08,9.3791e-04,1.4732e-02
69,1.0124e+08,1.0396e-03,1.5662e-02
70,1.0124e+08,9.5150e-04,4.1081e-03
71,1.0124e+08,6.5867e-04,9.4320e-03
72,1.0124e+08,8.5965e-04,1.2487e-02
73,1.0124e+08,8.8721e-04,1.3172e-02
74,1.0124e+08,9.9810e-04,1.5943e-02
75,1.0124e+08,9.3370e-04,1.3258e-02
76,1.0123e+08,7.4060e-04,1.0788e-02
77,1.0123e+08,8.9799e-04,1.3319e-02
78,1.0123e+08,9.2039e-04,4.1113e-03
79,1.0123e+08,6.2971e-04,1.0168e-02
80,1.0123e+08,8.9897e-04,1.3327e-02
81,1.0123e+08,8.0229e-04,1.1632e-02
82,1.0123e+08,8.3586e-04,1.1918e-02
83,1.0123e+08,8.0979e-04,1.2994e-02
84,1.0123e+08,8.4238e-04,1.2502e-02
85,1.0123e+08,7.5856e-04,1.1006e-02
86,1.0123e+08,7.7050e-04,3.2723e-03
87,1.0123e+08,5.0689e-04,8.0462e-03
88,1.0123e+08,8.2085e-04,1.2415e-02
89,1.0123e+08,7.9481e-04,1.1337e-02
90,1.0123e+08,7.3211e-04,1.0624e-02
91,1.0123e+08,6.9827e-04,1.1013e-02
92,1.0123e+08,7.8102e-04,1.1821e-02
93,1.0123e+08,7.5587e-04,3.2098e-03
94,1.0123e+08,5.1059e-04,8.0975e-03
95,1.0123e+08,6.8591e-04,1.0408e-02
96,1.0122e+08,6.8088e-04,9.7362e-03
97,1.0122e+08,7.8370e-04,1.1348e-02
98,1.0122e+08,6.9570e-04,1.0965e-02
99,1.0122e+08,6.6669e-04,1.0118e-02
100,1.0122e+08,6.7782e-04,9.1603e-03
101,1.0122e+08,6.0271e-04,8.7695e-03
102,1.0122e+08,6.3685e-04,1.0052e-02
103,1.0122e+08,6.4732e-04,9.8260e-03
104,1.0122e+08,8.0964e-04,3.4953e-03
105,1.0122e+08,5.0620e-04,7.2515e-03
106,1.0122e+08,6.1136e-04,9.2882e-03
107,1.0122e+08,6.3884e-04,9.1372e-03
108,1.0122e+08,6.4418e-04,1.0363e-02
109,1.0122e+08,6.5122e-04,9.2877e-03
110,1.0122e+08,5.9058e-04,8.9752e-03
111,1.0122e+08,7.2903e-04,3.1489e-03
112,1.0122e+08,4.1612e-04,6.6078e-03
